word,sentence1,sentence2,cosine_similarity,label
air,"['he', 'threw', 'the', 'ball', 'into', 'the', 'air']","['a', 'smell', 'of', 'chemicals', 'in', 'the', 'air']",0.841760516166687,0
admit,"['we', 'can', 'not', 'admit', 'nonmembers', 'into', 'our', 'club', 'building']","['to', 'admit', 'a', 'serious', 'thought', 'into', 'the', 'mind']",0.6435777544975281,1
bull,"['he', 'was', 'a', 'bull', 'of', 'a', 'man']","['what', 'he', 'said', 'was', 'mostly', 'bull']",0.7752014398574829,0
theater,"['his', 'grandfather', 'was', 'in', 'the', 'pacific', 'theater', 'during', 'the', 'war']","['he', 'served', 'in', 'the', 'vietnam', 'theater', 'for', 'three', 'years']",0.7366201877593994,1
area,"['it', 'was', 'about', '500', 'square', 'feet', 'in', 'area']","['the', 'photo', 'is', 'a', 'little', 'dark', 'in', 'that', 'area']",0.8018062710762024,1
spin,"['one', 'of', 'the', 'planets', 'moons', 'has', 'a', 'slower', 'spin', 'than', 'the', 'others']","['he', 'took', 'the', 'new', 'car', 'for', 'a', 'spin']",0.7359981536865234,0
interrupt,"['dont', 'interrupt', 'me', 'when', 'im', 'reading']","['we', 'interrupt', 'the', 'program', 'for', 'the', 'following', 'messages']",0.364439457654953,0
piece,"['he', 'sacrificed', 'a', 'piece', 'to', 'get', 'a', 'strategic', 'advantage']","['he', 'wrote', 'an', 'interesting', 'piece', 'on', 'iran']",0.4633896052837372,0
place,"['he', 'has', 'a', 'special', 'place', 'in', 'my', 'thoughts']","['your', 'place', 'or', 'mine']",0.6753841638565063,0
see,"['how', 'nice', 'to', 'see', 'you', 'again']","['ill', 'probably', 'see', 'you', 'at', 'the', 'meeting']",0.9230976700782776,1
part,"['the', 'part', 'of', 'his', 'hair', 'was', 'slightly', 'to', 'the', 'left']","['his', 'part', 'was', 'right', 'in', 'the', 'middle']",0.8553109765052795,1
stock,"['the', 'rifle', 'had', 'been', 'fitted', 'with', 'a', 'special', 'stock']","['she', 'made', 'gravy', 'with', 'a', 'base', 'of', 'beef', 'stock']",0.7764590978622437,0
finish,"['his', 'best', 'finish', 'in', 'a', 'major', 'tournament', 'was', 'third']","['excitement', 'grew', 'as', 'the', 'finish', 'neared']",0.7306432127952576,0
worry,"['it', 'is', 'not', 'work', 'but', 'worry', 'that', 'kills']","['his', 'worry', 'over', 'the', 'prospect', 'of', 'being', 'fired']",0.674318790435791,1
case,"['the', 'accusative', 'case', 'canonically', 'indicates', 'a', 'direct', 'object']","['a', 'case', 'of', 'the', 'jitters']",0.7482072710990906,0
see,"['what', 'message', 'do', 'you', 'see', 'in', 'this', 'letter']","['we', 'had', 'to', 'see', 'a', 'psychiatrist']",0.7423954010009766,0
say,"['i', 'can', 'not', 'say', 'zip', 'wire']","['please', 'say', 'your', 'name', 'slowly', 'and', 'clearly']",0.9620035886764526,1
change,"['he', 'attributed', 'the', 'change', 'to', 'their', 'marriage']","['can', 'i', 'get', 'change', 'for', 'this', '100', 'bill', 'please']",0.6379819512367249,0
rap,"['you', 'cant', 'act', 'irresponsibly', 'and', 'then', 'expect', 'me', 'to', 'take', 'the', 'rap']","['it', 'was', 'a', 'bum', 'rap']",0.727199137210846,1
business,"['they', 'did', 'nearly', 'a', 'million', 'dollars', 'of', 'business', 'over', 'the', 'long', 'weekend']","['business', 'is', 'good', 'today']",0.7002540230751038,1
refill,"['he', 'got', 'a', 'refill', 'for', 'his', 'notebook']","['he', 'got', 'a', 'refill', 'for', 'his', 'ballpoint', 'pen']",0.8889546394348145,1
presence,"['he', 'sensed', 'the', 'presence', 'of', 'danger']","['he', 'tested', 'for', 'the', 'presence', 'of', 'radon']",0.8345064520835876,0
render,"['render', 'fat', 'in', 'a', 'casserole']","['they', 'had', 'to', 'render', 'the', 'estate']",0.4438420236110687,0
mouth,"['new', 'york', 'is', 'at', 'the', 'mouth', 'of', 'the', 'hudson']","['the', 'jar', 'had', 'a', 'wide', 'mouth']",0.6472629904747009,0
mean,"['you', 'never', 'understand', 'what', 'i', 'mean']","['i', 'mean', 'to', 'go', 'to', 'baddeck', 'this', 'summer']",0.672154426574707,0
production,"['the', 'production', 'of', 'white', 'blood', 'cells']","['they', 'hope', 'to', 'increase', 'spaghetti', 'production', 'next', 'year']",0.540646493434906,0
stuff,"['theres', 'good', 'stuff', 'in', 'that', 'book']","['the', 'stuff', 'of', 'heros']",0.7569229006767273,0
academy,"['the', 'military', 'academy', 'at', 'west', 'point']","['the', 'american', 'academy', 'of', 'arts', 'and', 'sciences']",0.7915135025978088,0
head,"['12', 'head', 'of', 'big', 'cattle', 'and', '14', 'head', 'of', 'branded', 'calves']","['at', 'five', 'years', 'of', 'age', 'this', 'head', 'of', 'cattle', 'is', 'worth', 'perhaps', '40']",0.8278200626373291,1
credit,"['he', 'arrived', 'five', 'minutes', 'late', 'but', 'to', 'his', 'credit', 'he', 'did', 'work', 'an', 'extra', 'ten', 'minutes', 'at', 'the', 'end', 'of', 'his', 'shift']","['give', 'her', 'credit', 'for', 'trying']",0.5934777855873108,1
ball,"['the', 'ball', 'rolled', 'into', 'the', 'corner', 'pocket']","['the', 'ball', 'travelled', '90', 'mph', 'on', 'his', 'serve']",0.8029245734214783,1
language,"['he', 'recorded', 'the', 'spoken', 'language', 'of', 'the', 'streets']","['he', 'uttered', 'harsh', 'language']",0.8566159605979919,1
start,"['start', 'a', 'new', 'job']","['i', 'start', 'my', 'day', 'with', 'a', 'good', 'breakfast']",0.4084693193435669,0
piece,"['it', 'is', 'not', 'known', 'who', 'created', 'this', 'piece']","['i', 'need', 'to', 'rest', 'for', 'a', 'piece']",0.7041190266609192,0
wall,"['a', 'wall', 'of', 'water']","['the', 'south', 'wall', 'had', 'a', 'small', 'window']",0.6434397101402283,0
slot,"['the', 'tv', 'program', 'has', 'a', 'new', 'time', 'slot']","['he', 'put', 'a', 'quarter', 'in', 'the', 'slot']",0.5960271954536438,0
excitement,"['he', 'could', 'hardly', 'conceal', 'his', 'excitement', 'when', 'she', 'agreed']","['his', 'face', 'was', 'flushed', 'with', 'excitement', 'and', 'his', 'hands', 'trembled']",0.8059460520744324,0
account,"['an', 'account', 'of', 'a', 'battle']","['he', 'gave', 'an', 'inaccurate', 'account', 'of', 'the', 'plot', 'to', 'kill', 'the', 'president']",0.4239642024040222,1
subject,"['i', 'am', 'a', 'british', 'subject']","['a', 'moving', 'picture', 'of', 'a', 'train', 'is', 'more', 'dramatic', 'than', 'a', 'still', 'picture', 'of', 'the', 'same', 'subject']",0.5096823573112488,0
fire,"['we', 'sat', 'around', 'the', 'fire', 'singing', 'songs', 'and', 'telling', 'stories']","['barbecue', 'over', 'an', 'open', 'fire']",0.6491509675979614,0
path,"['the', 'hurricane', 'demolished', 'houses', 'in', 'its', 'path']","['genius', 'usually', 'follows', 'a', 'revolutionary', 'path']",0.8654530048370361,0
time,"['it', 'took', 'more', 'than', 'half', 'my', 'time']","['i', 'didnt', 'have', 'time', 'to', 'finish']",0.7198996543884277,1
floor,"['the', 'floor', 'of', 'the', 'pelvis']","['the', 'floor', 'of', 'a', 'cave', 'served', 'the', 'refugees', 'as', 'a', 'home']",0.8628186583518982,1
picture,"['the', 'author', 'gives', 'a', 'depressing', 'picture', 'of', 'life', 'in', 'poland']","['he', 'had', 'no', 'clear', 'picture', 'of', 'himself', 'or', 'his', 'world']",0.697048544883728,0
bit,"['a', 'horse', 'hates', 'having', 'a', 'bit', 'put', 'in', 'its', 'mouth']","['the', 'horse', 'was', 'not', 'accustomed', 'to', 'a', 'bit']",0.7791244983673096,1
connection,"['the', 'connection', 'between', 'church', 'and', 'state', 'is', 'inescapable']","['the', 'connection', 'between', 'overeating', 'and', 'obesity']",0.807636559009552,1
block,"['the', 'store', 'is', 'huge', 'occupying', 'an', 'entire', 'city', 'block']","['he', 'lives', 'in', 'the', 'next', 'block']",0.7296810150146484,1
estate,"['there', 'are', '50', 'acres', 'of', 'land', 'in', 'this', 'estate']","['the', 'family', 'owned', 'a', 'large', 'estate', 'on', 'long', 'island']",0.7196736335754395,1
quarter,"['its', 'a', 'quarter', 'til', '4']","['the', 'wind', 'is', 'coming', 'from', 'that', 'quarter']",0.7101006507873535,0
reason,"['the', 'reason', 'a', 'steady', 'state', 'was', 'never', 'reached', 'was', 'that', 'the', 'back', 'pressure', 'built', 'up', 'too', 'slowly']","['mankind', 'should', 'develop', 'reason', 'above', 'all', 'other', 'virtues']",0.7157191038131714,0
monopoly,"['they', 'have', 'no', 'monopoly', 'on', 'intelligence']","['a', 'land', 'monopoly', 'renders', 'its', 'holders', 'nearly', 'almighty', 'in', 'an', 'agricultural', 'society']",0.4163498878479004,1
check,"['place', 'a', 'check', 'by', 'the', 'things', 'you', 'have', 'done']","['put', 'a', 'check', 'mark', 'in', 'the', 'box', 'corresponding', 'to', 'the', 'correct', 'answer']",0.6343043446540833,1
wave,"['a', 'wave', 'of', 'conservatism', 'in', 'the', 'country', 'led', 'by', 'the', 'hard', 'right']","['there', 'was', 'a', 'sudden', 'wave', 'of', 'buying', 'before', 'the', 'market', 'closed']",0.8127650022506714,1
face,"['why', 'the', 'sad', 'face']","['i', 'wish', 'i', 'had', 'seen', 'the', 'look', 'on', 'his', 'face', 'when', 'he', 'got', 'the', 'news']",0.6726664900779724,0
see,"['i', 'want', 'to', 'see', 'whether', 'she', 'speaks', 'french']","['could', 'you', 'see', 'about', 'lunch']",0.7263436913490295,0
influence,"['used', 'her', 'parents', 'influence', 'to', 'get', 'the', 'job']","['she', 'was', 'the', 'most', 'important', 'influence', 'in', 'my', 'life']",0.7967708110809326,0
consult,"['you', 'should', 'consult', 'the', 'dictionary']","['they', 'were', 'content', 'to', 'consult', 'libraries', 'william', 'whewell']",0.5173984169960022,1
body,"['a', 'body', 'of', 'precedents']","['a', 'body', 'of', 'doctrine']",0.9249977469444275,1
keep,"['our', 'grant', 'has', 'run', 'out', 'and', 'we', 'can', 'not', 'keep', 'you', 'on']","['keep', 'my', 'seat', 'please']",0.7937451601028442,0
strength,"['the', 'strength', 'of', 'the', 'companys', 'stock', 'in', 'recent', 'weeks']","['it', 'was', 'destroyed', 'by', 'the', 'strength', 'of', 'the', 'gale']",0.7187160849571228,0
lot,"['a', 'building', 'lot', 'in', 'a', 'city']","['he', 'bought', 'a', 'lot', 'on', 'the', 'lake']",0.6409454345703125,1
connection,"['there', 'was', 'a', 'connection', 'via', 'the', 'internet']","['the', 'connection', 'between', 'overeating', 'and', 'obesity']",0.6551674604415894,0
pledge,"['his', 'saxophone', 'was', 'in', 'pledge']","['signed', 'a', 'pledge', 'never', 'to', 'reveal', 'the', 'secret']",0.6517456769943237,0
compass,"['within', 'the', 'compass', 'of', 'an', 'encircling', 'wall']","['within', 'the', 'compass', 'of', 'education']",0.9246189594268799,1
crack,"['open', 'the', 'door', 'a', 'crack']","['we', 'managed', 'to', 'squeeze', 'through', 'a', 'crack', 'in', 'the', 'rock', 'wall']",0.8050737977027893,1
foot,"['ill', 'meet', 'you', 'at', 'the', 'foot', 'of', 'the', 'stairs']","['the', 'foot', 'of', 'the', 'page']",0.7962049245834351,0
time,"['we', 'had', 'a', 'wonderful', 'time', 'at', 'the', 'party']","['he', 'had', 'a', 'time', 'holding', 'back', 'the', 'tears']",0.8734373450279236,1
break,"['break', 'a', 'lucky', 'streak']","['break', 'the', 'cycle', 'of', 'poverty']",0.6278581023216248,1
touch,"['this', 'dish', 'could', 'use', 'a', 'touch', 'of', 'garlic']","['at', 'his', 'touch', 'the', 'room', 'filled', 'with', 'lights']",0.7463587522506714,0
beat,"['the', 'drums', 'beat', 'all', 'night']","['beat', 'the', 'table', 'with', 'his', 'shoe']",0.6536068320274353,0
volume,"['the', 'letter', 'g', 'was', 'found', 'in', 'volume', '4']","['please', 'turn', 'down', 'the', 'volume', 'on', 'the', 'stereo']",0.571965754032135,0
size,"['the', 'only', 'city', 'of', 'any', 'size', 'in', 'that', 'area']","['he', 'blanched', 'when', 'he', 'saw', 'the', 'size', 'of', 'the', 'bill']",0.7848004698753357,1
production,"['they', 'improve', 'their', 'product', 'every', 'year', 'they', 'export', 'most', 'of', 'their', 'agricultural', 'production']","['they', 'hope', 'to', 'increase', 'spaghetti', 'production', 'next', 'year']",0.4204602837562561,1
image,"['the', 'company', 'tried', 'to', 'project', 'an', 'altruistic', 'image']","['although', 'her', 'popular', 'image', 'was', 'contrived', 'it', 'served', 'to', 'inspire', 'music', 'and', 'pageantry']",0.6585346460342407,1
age,"['we', 'live', 'in', 'a', 'litigious', 'age']","['the', 'tithonian', 'age', 'was', 'the', 'last', 'in', 'the', 'late', 'jurassic', 'epoch']",0.5654146075248718,1
text,"['they', 'handed', 'out', 'the', 'printed', 'text', 'of', 'the', 'mayors', 'speech']","['there', 'were', 'more', 'than', 'a', 'thousand', 'words', 'of', 'text']",0.5994930863380432,1
term,"['the', 'term', 'allowed', 'to', 'a', 'debtor', 'to', 'discharge', 'his', 'debt']","['he', 'was', 'sentenced', 'to', 'a', 'term', 'of', 'six', 'years', 'in', 'prison']",0.4803469181060791,1
cut,"['thats', 'our', 'finest', 'cut', 'of', 'meat']","['his', 'cut', 'in', 'the', 'lining', 'revealed', 'the', 'hidden', 'jewels']",0.9335924983024597,0
time,"['he', 'was', 'a', 'great', 'actor', 'in', 'his', 'time']","['time', 'stops', 'for', 'nobody']",0.6861234903335571,0
umbrella,"['the', 'democratic', 'party', 'is', 'an', 'umbrella', 'for', 'many', 'liberal', 'groups']","['under', 'the', 'umbrella', 'of', 'capitalism']",0.6760572195053101,1
foot,"['curled', 'up', 'on', 'the', 'foot', 'of', 'the', 'bed']","['the', 'foot', 'of', 'the', 'mountain']",0.8336676359176636,1
twinkle,"['theres', 'a', 'perpetual', 'twinkle', 'in', 'his', 'eyes']","['he', 'was', 'a', 'rotund', 'jolly', 'man', 'with', 'a', 'twinkle', 'in', 'his', 'eye']",0.8447056412696838,1
head,"['they', 'say', 'he', 'gives', 'good', 'head']","['the', 'head', 'of', 'the', 'list']",0.6440958380699158,0
unit,"['he', 'was', 'a', 'member', 'of', 'a', 'special', 'police', 'unit']","['after', 'the', 'battle', 'the', 'soldier', 'had', 'trouble', 'rejoining', 'his', 'unit']",0.48488330841064453,0
save,"['this', 'will', 'save', 'money']","['ill', 'save', 'you', 'the', 'trouble']",0.8501940965652466,1
see,"['ill', 'see', 'you', 'to', 'the', 'door']","['i', 'want', 'to', 'see', 'results']",0.8913351893424988,0
damage,"['how', 'much', 'is', 'the', 'damage']","['whats', 'the', 'damage', 'he', 'asked', 'the', 'waiter']",0.5107731819152832,1
concern,"['the', 'employees', 'attitude', 'is', 'really', 'hurting', 'the', 'concern']","['a', 'racially', 'integrated', 'business', 'concern']",0.6248391270637512,1
shock,"['he', 'had', 'an', 'unruly', 'shock', 'of', 'black', 'hair']","['the', 'train', 'hit', 'the', 'buffers', 'with', 'a', 'great', 'shock']",0.7441271543502808,0
tolerate,"['i', 'like', 'the', 'way', 'he', 'plays', 'the', 'guitar', 'but', 'i', 'cant', 'tolerate', 'his', 'voice', 'when', 'he', 'sings']","['he', 'learned', 'to', 'tolerate', 'the', 'heat']",0.5947380065917969,1
cover,"['the', 'cover', 'concealed', 'their', 'guns', 'from', 'enemy', 'aircraft']","['the', 'fox', 'was', 'flushed', 'from', 'its', 'cover']",0.8009798526763916,0
know,"['i', 'know', 'that', 'the', 'president', 'lied', 'to', 'the', 'people']","['it', 'is', 'vital', 'that', 'he', 'not', 'know']",0.916915774345398,1
match,"['his', 'interests', 'didnt', 'match', 'her', 'interests']","['let', 'them', 'match', 'their', 'best', 'athletes', 'against', 'ours']",0.6124860048294067,0
cut,"['cut', 'a', 'movie', 'scene']","['cut', 'a', 'pingpong', 'ball']",0.8311963677406311,0
field,"['he', 'needs', 'some', 'time', 'in', 'the', 'field', 'before', 'his', 'judgment', 'can', 'be', 'trusted']","['this', 'racehorse', 'is', 'the', 'strongest', 'in', 'a', 'weak', 'field']",0.8026697635650635,0
cover,"['theres', 'a', '15', 'cover', 'tonight']","['artillery', 'provided', 'cover', 'fire', 'for', 'the', 'withdrawal']",0.46812161803245544,0
recognition,"['increasing', 'recognition', 'that', 'diabetes', 'frequently', 'coexists', 'with', 'other', 'chronic', 'diseases']","['a', 'sudden', 'recognition', 'of', 'the', 'problem', 'he', 'faced']",0.48502933979034424,1
see,"['can', 'you', 'see', 'the', 'bird', 'in', 'that', 'tree']","['he', 'is', 'blind', 'he', 'can', 'not', 'see']",0.9029493927955627,1
part,"['they', 'resisted', 'every', 'effort', 'on', 'his', 'part']","['it', 'requires', 'vigilance', 'on', 'our', 'part']",0.768376886844635,1
field,"['a', 'crop', 'circle', 'was', 'made', 'in', 'a', 'corn', 'field']","['he', 'planted', 'a', 'field', 'of', 'wheat']",0.7369402050971985,1
follow,"['can', 'you', 'follow', 'her', 'argument']","['when', 'he', 'lectures', 'i', 'can', 'not', 'follow']",0.814533531665802,1
recognition,"['he', 'looked', 'at', 'her', 'for', 'ten', 'full', 'minutes', 'before', 'recognition', 'dawned']","['increasing', 'recognition', 'that', 'diabetes', 'frequently', 'coexists', 'with', 'other', 'chronic', 'diseases']",0.4794390797615051,0
section,"['there', 'are', 'three', 'synagogues', 'in', 'the', 'jewish', 'section']","['she', 'got', 'a', 'job', 'in', 'the', 'historical', 'section', 'of', 'the', 'treasury']",0.6345126032829285,0
ground,"['they', 'gained', 'ground', 'step', 'by', 'step']","['they', 'fought', 'to', 'regain', 'the', 'lost', 'ground']",0.7277522683143616,1
trial,"['a', 'trial', 'of', 'progesterone', 'failed', 'to', 'relieve', 'the', 'pain']","['candidates', 'must', 'compete', 'in', 'a', 'trial', 'of', 'skill']",0.5695211887359619,0
touch,"['your', 'performance', 'doesnt', 'even', 'touch', 'that', 'of', 'your', 'colleagues']","['i', 'wouldnt', 'touch', 'her', 'with', 'a', 'tenfoot', 'pole']",0.9279167056083679,0
size,"['i', 'dont', 'think', 'we', 'have', 'the', 'red', 'one', 'in', 'your', 'size']","['he', 'wears', 'a', 'size', '13', 'shoe']",0.6107650995254517,1
corruption,"['corruption', 'of', 'a', 'minor']","['the', 'luxury', 'and', 'corruption', 'among', 'the', 'upper', 'classes']",0.3976011574268341,0
business,"['he', 'bought', 'his', 'brothers', 'business']","['business', 'has', 'been', 'slow', 'lately']",0.4797947406768799,0
line,"['i', 'tried', 'to', 'make', 'a', 'call', 'but', 'the', 'line', 'was', 'dead']","['drop', 'me', 'a', 'line', 'when', 'you', 'get', 'there']",0.7555013298988342,0
inclusion,"['he', 'admired', 'the', 'inclusion', 'of', 'so', 'many', 'ideas', 'in', 'such', 'a', 'short', 'work']","['an', 'inclusion', 'in', 'the', 'cytoplasm', 'of', 'the', 'cell']",0.5970133543014526,0
finish,"['when', 'these', 'final', 'episodes', 'are', 'broadcast', 'it', 'will', 'be', 'the', 'finish', 'of', 'the', 'show']","['the', 'market', 'was', 'up', 'at', 'the', 'finish']",0.7333439588546753,0
body,"['the', 'body', 'of', 'the', 'car', 'was', 'badly', 'rusted']","['wool', 'has', 'more', 'body', 'than', 'rayon']",0.7063503265380859,0
engagement,"['we', 'are', 'enjoying', 'a', 'long', 'engagement', 'but', 'havent', 'yet', 'set', 'a', 'date']","['the', 'teacher', 'tried', 'to', 'increase', 'his', 'students', 'engagement', 'in', 'class', 'activities']",0.45423853397369385,0
game,"['i', 'saw', 'through', 'his', 'little', 'game', 'from', 'the', 'start']","['you', 'need', 'four', 'people', 'to', 'play', 'this', 'game']",0.6850579977035522,0
trial,"['a', 'trial', 'of', 'progesterone', 'failed', 'to', 'relieve', 'the', 'pain']","['a', 'sample', 'for', 'ten', 'days', 'free', 'trial']",0.6139022707939148,1
due,"['give', 'him', 'his', 'due', 'he', 'is', 'a', 'good', 'actor']","['give', 'the', 'devil', 'his', 'due']",0.720984935760498,1
command,"['general', 'smith', 'was', 'placed', 'in', 'command']","['a', 'good', 'command', 'of', 'french']",0.5562809705734253,0
beachhead,"['the', 'germans', 'were', 'desperately', 'trying', 'to', 'contain', 'the', 'anzio', 'beachhead']","['the', 'town', 'became', 'a', 'beachhead', 'in', 'the', 'campaign', 'to', 'ban', 'smoking', 'outdoors']",0.6747784614562988,0
finish,"['the', 'wine', 'has', 'a', 'nutty', 'flavor', 'and', 'a', 'pleasant', 'finish']","['booze', 'will', 'be', 'the', 'finish', 'of', 'him']",0.6981433033943176,0
tolerate,"['he', 'learned', 'to', 'tolerate', 'the', 'heat']","['i', 'can', 'tolerate', 'working', 'on', 'saturdays', 'but', 'not', 'on', 'sundays']",0.07410857826471329,1
luck,"['the', 'luck', 'of', 'the', 'irish']","['they', 'say', 'luck', 'is', 'a', 'lady']",0.660608172416687,0
understand,"['i', 'understand', 'what', 'she', 'means']","['i', 'understand', 'wanting', 'more']",0.7589251399040222,1
drop,"['there', 'was', 'a', 'drop', 'in', 'pressure', 'in', 'the', 'pulmonary', 'artery']","['a', 'drop', 'of', '57', 'points', 'on', 'the', 'dow', 'jones', 'index']",0.6399291157722473,1
complexion,"['a', 'liberal', 'political', 'complexion']","['he', 'altered', 'the', 'complexion', 'of', 'his', 'times']",0.5086101293563843,1
sum,"['he', 'borrowed', 'a', 'large', 'sum']","['the', 'sum', 'of', 'forty', 'pounds']",0.7676538228988647,1
keep,"['i', 'keep', 'my', 'specimens', 'under', 'glass', 'to', 'protect', 'them']","['keep', 'my', 'job', 'for', 'me', 'while', 'i', 'give', 'birth']",0.854498028755188,0
third,"['he', 'is', 'playing', 'third']","['now', 'put', 'it', 'into', 'third']",0.6516784429550171,0
opening,"['there', 'is', 'an', 'opening', 'in', 'the', 'sales', 'department']","['he', 'slipped', 'through', 'an', 'opening', 'in', 'the', 'crowd']",0.7458142638206482,0
bet,"['i', 'bet', 'she', 'will', 'be', 'there']","['you', 'can', 'bet', 'on', 'that']",0.7444047331809998,0
pay,"['youll', 'pay', 'for', 'this']","['youll', 'pay', 'for', 'this', 'opinion', 'later']",0.9606963396072388,1
work,"['start', 'from', 'the', 'bottom', 'and', 'work', 'towards', 'the', 'top']","['this', 'dough', 'does', 'not', 'work', 'easily']",0.6578245162963867,0
think,"['i', 'think', 'he', 'is', 'very', 'smart']","['think', 'what', 'a', 'scene', 'it', 'must', 'have', 'been']",0.8309270143508911,0
love,"['a', 'mothers', 'love', 'is', 'not', 'easily', 'shaken']","['the', 'theater', 'was', 'her', 'first', 'love']",0.716064989566803,0
sale,"['i', 'got', 'some', 'great', 'bargains', 'at', 'their', 'annual', 'sale']","['they', 'held', 'a', 'sale', 'to', 'reduce', 'their', 'inventory']",0.7049198150634766,1
cover,"['cover', 'the', 'child', 'with', 'a', 'blanket']","['cover', 'the', 'grave', 'with', 'flowers']",0.8852637410163879,1
finish,"['when', 'these', 'final', 'episodes', 'are', 'broadcast', 'it', 'will', 'be', 'the', 'finish', 'of', 'the', 'show']","['almost', 'an', 'inspiration', 'which', 'gives', 'to', 'all', 'work', 'that', 'finish', 'which', 'is', 'almost', 'art', 'joseph', 'conrad']",0.7463010549545288,0
piece,"['the', 'children', 'acted', 'out', 'a', 'comic', 'piece', 'to', 'amuse', 'the', 'guests']","['it', 'is', 'not', 'known', 'who', 'created', 'this', 'piece']",0.7600193023681641,0
stretch,"['stretch', 'out', 'that', 'piece', 'of', 'cloth']","['i', 'always', 'stretch', 'my', 'muscles', 'before', 'exercising']",0.5187001824378967,0
set,"['set', 'these', 'words', 'in', 'italics']","['set', 'the', 'tray', 'down']",0.8126566410064697,0
run,"['the', 'defensive', 'line', 'braced', 'to', 'stop', 'the', 'run']","['the', 'team', 'enjoyed', 'a', 'brief', 'run', 'of', 'victories']",0.8452425003051758,0
thing,"['i', 'couldnt', 'tell', 'what', 'the', 'thing', 'was']","['she', 'has', 'a', 'thing', 'about', 'him']",0.8352959156036377,0
turn,"['the', 'hillside', 'behind', 'our', 'house', 'isnt', 'generally', 'much', 'to', 'look', 'at', 'but', 'once', 'all', 'the', 'trees', 'turn', 'its', 'gorgeous']","['in', 'vermont', 'the', 'leaves', 'turn', 'early']",0.9172540307044983,1
quality,"['this', 'school', 'is', 'wellknown', 'for', 'having', 'teachers', 'of', 'high', 'quality']","['quality', 'of', 'life', 'is', 'usually', 'determined', 'by', 'health', 'education', 'and', 'income']",0.7164732813835144,1
pull,"['pull', 'the', 'string', 'gently']","['pull', 'the', 'handle', 'towards', 'you']",0.9040498733520508,1
support,"['they', 'gave', 'him', 'emotional', 'support', 'during', 'difficult', 'times']","['his', 'support', 'kept', 'the', 'family', 'together']",0.7635115385055542,1
nomination,"['his', 'nomination', 'was', 'hotly', 'protested']","['there', 'was', 'keen', 'competition', 'for', 'the', 'nomination']",0.8634545803070068,1
impact,"['the', 'book', 'had', 'an', 'important', 'impact', 'on', 'my', 'thinking']","['his', 'friends', 'opinion', 'had', 'an', 'impact', 'on', 'his', 'decision']",0.8841952681541443,1
credit,"['that', 'engineer', 'is', 'a', 'credit', 'to', 'the', 'team']","['if', 'you', 'do', 'not', 'come', 'to', 'class', 'you', 'will', 'not', 'get', 'credit', 'for', 'the', 'class', 'regardless', 'of', 'how', 'well', 'you', 'do', 'on', 'the', 'final']",0.5954605937004089,0
power,"['the', 'power', 'of', 'his', 'love', 'saved', 'her']","['the', 'deterrent', 'power', 'of', 'nuclear', 'weapons']",0.7152276039123535,1
care,"['he', 'doesnt', 'care', 'about', 'how', 'whether', 'she', 'comes']","['i', 'dont', 'care', 'what', 'he', 'does']",0.8738236427307129,1
furniture,"['the', 'woman', 'does', 'not', 'even', 'have', 'one', 'stick', 'of', 'furniture', 'moved', 'in', 'yet']","['they', 'had', 'too', 'much', 'furniture', 'for', 'the', 'small', 'apartment']",0.7998567819595337,1
know,"['i', 'know', 'that', 'the', 'president', 'lied', 'to', 'the', 'people']","['i', 'know', 'its', 'time']",0.516372799873352,1
area,"['it', 'was', 'a', 'mountainous', 'area']","['it', 'was', 'a', 'closed', 'area', 'of', 'employment']",0.9479215145111084,0
opening,"['there', 'was', 'a', 'small', 'opening', 'between', 'the', 'trees']","['the', 'opening', 'established', 'the', 'basic', 'theme']",0.638970136642456,0
line,"['they', 'were', 'arrayed', 'in', 'line', 'of', 'battle']","['he', 'drew', 'a', 'line', 'on', 'the', 'chart']",0.7117609977722168,0
language,"['language', 'sets', 'homo', 'sapiens', 'apart', 'from', 'all', 'other', 'animals']","['the', 'language', 'introduced', 'is', 'standard', 'throughout', 'the', 'text']",0.5938231348991394,0
inventory,"['an', 'inventory', 'may', 'be', 'necessary', 'to', 'see', 'if', 'anything', 'is', 'missing']","['they', 'held', 'an', 'inventory', 'every', 'month']",0.4518328309059143,1
limit,"['the', 'sequence', 'of', 'reciprocals', 'has', 'zero', 'as', 'its', 'limit']","['to', 'the', 'limit', 'of', 'his', 'ability']",0.85090172290802,0
job,"['estimates', 'of', 'the', 'citys', 'loss', 'on', 'that', 'job', 'ranged', 'as', 'high', 'as', 'a', 'million', 'dollars']","['ive', 'got', 'a', 'job', 'for', 'you', 'could', 'you', 'wash', 'the', 'dishes']",0.5902265310287476,1
know,"['do', 'you', 'know', 'my', 'sister']","['she', 'doesnt', 'know', 'this', 'composer']",0.8258011937141418,1
process,"['the', 'process', 'of', 'calcification', 'begins', 'later', 'for', 'boys', 'than', 'for', 'girls']","['events', 'now', 'in', 'process']",0.7207680940628052,1
proficiency,"['to', 'attain', 'or', 'to', 'reach', 'proficiency']","['a', 'test', 'of', 'proficiency', 'in', 'english']",0.40280359983444214,1
collision,"['the', 'collision', 'of', 'the', 'two', 'ships', 'resulted', 'in', 'a', 'serious', 'oil', 'spill']","['three', 'passengers', 'were', 'killed', 'in', 'the', 'collision']",0.748059093952179,1
